Business Name,Address No,Address 1,Address 2,Address 3,Town,County,Country,Postcode,Total Assistance Offered by Invest NI (£),Date Offer Made (Issued Date),Accepted Date,Source of Funding (Scheme),Jobs to be Created (Promoted),Total Investment by Company (Includes Invest NI Assistance) £,Sector,Start Up (Y/N),Conditions of Offer,District Council,No of Employees in Company
George Lowden Guitars Limited,Unit 34,Down Business Centre,46 Belfast Road, ,Downpatrick,Co. Down,Northern Ireland,BT30 9UP,"17,844",21-Nov-12,4-Dec-12,Growth Accelerator Programme (GAP),0,"44,610",General Manufacturing,N,Other,DOWN,18
George Lowden Guitars Limited,Unit 34,Down Business Centre,46 Belfast Road, ,Downpatrick,Co. Down,Northern Ireland,BT30 9UP,"31,896",30-May-13,6-Jun-13,Growth Accelerator Programme (GAP),2,"79,740",General Manufacturing,N,Job Creation,DOWN,18
George Lowden Guitars Limited,Unit 34,Down Business Centre,46 Belfast Road, ,Downpatrick,Co. Down,Northern Ireland,BT30 9UP,"9,682",18-Dec-13,20-Dec-13,MIS,0,"26,013",General Manufacturing,N,Innovation and Technical Development,DOWN,18
George Lowden Guitars Limited,Unit 34,Down Business Centre,46 Belfast Road, ,Downpatrick,Co. Down,Northern Ireland,BT30 9UP,"1,550",25-Jun-14,1-Jul-14,Technical Development Incentive (TDI),0,"3,100",General Manufacturing,N,Innovation and Technical Development,DOWN,18
George Lowden Guitars Limited,Unit 34,Down Business Centre,46 Belfast Road, ,Downpatrick,Co. Down,Northern Ireland,BT30 9UP,"1,851",27-Jun-14,1-Jul-14,Technical Development Incentive (TDI),0,"3,702",General Manufacturing,N,Innovation and Technical Development,DOWN,18
Get Invited Limited,25,Talbot Street, , ,Belfast,Co. Antrim,Northern Ireland,BT1 2LD,"4,200",13-Dec-13,16-Dec-13,Technical Development Incentive (TDI),0,"8,400",Software,N,Innovation and Technical Development,BELFAST,3
Get Invited Limited,25,Talbot Street, , ,Belfast,Co. Antrim,Northern Ireland,BT1 2LD,"20,000",22-Jan-14,23-Jan-14,Propel Programme,0,"20,000",Software,N,Skills Development,BELFAST,3
Get Invited Limited,25,Talbot Street, , ,Belfast,Co. Antrim,Northern Ireland,BT1 2LD,"25,224",28-Jan-14,30-Jan-14,Growth Accelerator Programme (GAP),2,"81,060",Software,Y,Job Creation,BELFAST,3
Geva Limited,4,Main Street, , ,Donaghcloney,Co. Down,Northern Ireland,BT66 7NL,"2,950",1-Dec-11,6-Jan-12,Technical Development Incentive (TDI),0,"6,555",Engineering,N,Innovation and Technical Development,CRAIGAVON,2
GF Autocare,1a,Ballymacombs Lane, , ,Bellaghy,Co. Londonderry,Northern Ireland,BT45 8NG,"1,500",23-Jan-13,25-Jan-13,NEET Business Start Grant (The Jobs Fund),1,"10,000",Business Services,Y,Job Creation,MAGHERAFELT,1
Gibson Paving Limited,61,Townhill Road,Portglenone, ,Ballymena,Co. Antrim,Northern Ireland,BT44 8AG,"20,800",22-Aug-11,18-Oct-11,Export Start,4,"369,862",Building Materials,Y,Job Creation,BALLYMENA,15
Gibson Paving Limited,61,Townhill Road,Portglenone, ,Ballymena,Co. Antrim,Northern Ireland,BT44 8AG,465,20-May-13,14-Jun-13,Finance Vouchers,0,950,Building Materials,N,Other,BALLYMENA,15
Gilbert-Ash Limited,47,Boucher Road, , ,Belfast,Co. Antrim,Northern Ireland,BT12 6HR,"41,196",7-Nov-11,31-Dec-11,Growth Accelerator Programme (GAP),2,"135,990",Construction Products,N,Job Creation,BELFAST,107
Gilfresh Produce,56,Creenagh Road, , ,Loughgall,Co. Armagh,Northern Ireland,BT61 8PZ,"11,760",21-Mar-12,2-Apr-12,Interim Managers,0,"24,000",Food,N,Skills Development,ARMAGH,150
Gilfresh Produce,56,Creenagh Road, , ,Loughgall,Co. Armagh,Northern Ireland,BT61 8PZ,"25,000",24-Jul-12,25-Jul-12,MIS,0,"60,642",Food,N,Innovation and Technical Development,ARMAGH,150
Gilfresh Produce,56,Creenagh Road, , ,Loughgall,Co. Armagh,Northern Ireland,BT61 8PZ,"11,760",22-Aug-13,29-Aug-13,Interim Managers,0,"24,000",Food,N,Skills Development,ARMAGH,150
Gingerbread Northern Ireland,169,University Street, , ,Belfast,Co. Antrim,Northern Ireland,BT7 1HR,"4,000",25-Jun-12,5-Jul-12,Social Enterprise SFA (The Jobs Fund),2,"44,408",Business Services,N,Job Creation,BELFAST,16
Glacier Water Systems Limited,198,Moorfields Road, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3EF,"4,240",12-Apr-13,24-Apr-13,MIS,0,"11,740",Business Services,N,Innovation and Technical Development,BALLYMENA,1
Glacier Water Systems Limited,198,Moorfields Road, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3EF,"2,800",15-Aug-13,29-Aug-13,Growth Accelerator Programme (GAP),0,"7,000",Business Services,Y,Other,BALLYMENA,1
Glacier Water Systems Limited,198,Moorfields Road, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3EF,"7,000",16-Aug-13,29-Aug-13,Selective Financial Assistance (The Jobs Fund),1,"37,000",Business Services,N,Job Creation,BALLYMENA,1
Glasgowbury, ,Cornstore Creative Hub,20A High Street,The Black Road,Draperstown,Co. Londonderry,Northern Ireland,BT45 7AA,"14,625",8-Apr-11,29-Jun-11,Export Start,4,"165,720",Creative,Y,Job Creation,MAGHERAFELT,1
Glasgowbury, ,Cornstore Creative Hub,20A High Street,The Black Road,Draperstown,Co. Londonderry,Northern Ireland,BT45 7AA,"5,000",19-Jul-11,25-Aug-11,Growth Incentive,0,"12,500",Creative,N,Other,MAGHERAFELT,1
Glasgowbury, ,Cornstore Creative Hub,20A High Street,The Black Road,Draperstown,Co. Londonderry,Northern Ireland,BT45 7AA,"9,400",17-May-13,31-May-13,Growth Accelerator Programme (GAP),0,"23,500",Creative,N,Other,MAGHERAFELT,1
Glass By Shepster,136,Stramore Road,Moyallen, ,Portadown,Co. Armagh,Northern Ireland,BT63 5JZ,"4,000",5-Feb-14,11-Feb-14,Growth Accelerator Programme (GAP),0,"10,000",Construction Products,Y,Other,BANBRIDGE,1
Glassmarque Design Limited,13,Hill Street, , ,Dunmurry,Co. Antrim,Northern Ireland,BT17 0AD,"35,000",19-Dec-13,17-Jan-14,Selective Financial Assistance (The Jobs Fund),5,"180,400",General Manufacturing,N,Job Creation,LISBURN,9
Glassmarque Design Limited,13,Hill Street, , ,Dunmurry,Co. Antrim,Northern Ireland,BT17 0AD,"4,880",9-Jan-14,17-Jan-14,Growth Accelerator Programme (GAP),0,"29,200",General Manufacturing,Y,Other,LISBURN,9
Glassworks Ireland Ltd,Unit 6,Hillview Industrial Estate, , ,Randalstown,Co. Antrim,Northern Ireland,BT41 2ED,"35,000",16-Mar-12,28-Mar-12,Selective Financial Assistance (The Jobs Fund),5,"184,000",General Manufacturing,N,Job Creation,LARNE,14
Glassworks Ireland Ltd,Unit 6,Hillview Industrial Estate, , ,Randalstown,Co. Antrim,Northern Ireland,BT41 2ED,"2,020",11-Apr-12,20-Apr-12,MIS,0,"7,670",General Manufacturing,N,Innovation and Technical Development,LARNE,14
Glassworks Ireland Ltd,Unit 6,Hillview Industrial Estate, , ,Randalstown,Co. Antrim,Northern Ireland,BT41 2ED,"1,460",4-Apr-12,24-Apr-12,Technical Development Incentive (TDI),0,"3,245",General Manufacturing,N,Innovation and Technical Development,LARNE,14
Glastry Farm Ice Cream Limited, ,Glastry Farm,43 Manse Road,Kircubbin,Newtownards,Co. Down,Northern Ireland,BT22 1DR,"2,540",1-Mar-12,7-Mar-12,MIS,0,"5,080",Food,N,Innovation and Technical Development,ARDS,11
Glastry Farm Ice Cream Limited, ,Glastry Farm,43 Manse Road,Kircubbin,Newtownards,Co. Down,Northern Ireland,BT22 1DR,0,29-Oct-13,29-Oct-13,PMG,0,"671,318",Food,N,Other,ARDS,11
Glen Fresh Foods Ltd,Unit F965,Dublin Road Industrial Estate, , ,Strabane,Co. Tyrone,Northern Ireland,BT82 9EA,"5,600",2-Jun-11,3-Jun-11,Growth Incentive,0,"14,000",Food,N,Other,STRABANE,25
Glen Fresh Foods Ltd,Unit F965,Dublin Road Industrial Estate, , ,Strabane,Co. Tyrone,Northern Ireland,BT82 9EA,"28,000",22-May-12,23-May-12,Selective Financial Assistance (The Jobs Fund),4,"119,625",Food,N,Job Creation,STRABANE,25
Glenarm Organic Salmon Limited,8,Castle Demesne,Glenarm, ,Ballymena,Co. Antrim,Northern Ireland,BT44 0BD,"49,168",12-Sep-13,17-Sep-13,Growth Accelerator Programme (GAP),1,"185,740",Food,N,Job Creation,LARNE,8
Glenarm Organic Salmon Limited,8,Castle Demesne,Glenarm, ,Ballymena,Co. Antrim,Northern Ireland,BT44 0BD,"2,300",13-Sep-13,18-Sep-13,Technical Development Incentive (TDI),0,"4,600",Food,N,Innovation and Technical Development,LARNE,8
Glenarm Organic Salmon Limited,8,Castle Demesne,Glenarm, ,Ballymena,Co. Antrim,Northern Ireland,BT44 0BD,"5,098",27-Jun-14,1-Jul-14,MIS,0,"13,825",Food,N,Innovation and Technical Development,LARNE,8
Glenbio Ltd,21,Hillhead Road, , ,Toomebridge,Co. Antrim,Northern Ireland,BT41 3SF,"49,000",23-Sep-14,25-Sep-14,SFA less than 250k,5,"412,850",Life Sciences,N,Job Creation,MAGHERAFELT,3
Glens Of Antrim Potatoes Limited,118,Middlepark Road, , ,Cushendall,Co. Antrim,Northern Ireland,BT44 0SH,0,30-Oct-12,9-Nov-12,PMG,0,"1,293,000",Food,N,Other,MOYLE,52
Glens Of Antrim Potatoes Limited,118,Middlepark Road, , ,Cushendall,Co. Antrim,Northern Ireland,BT44 0SH,"35,600",18-Oct-12,26-Nov-12,Growth Accelerator Programme (GAP),1,"89,000",Food,N,Job Creation,MOYLE,52
Glenshane Egg Products Ltd,15,Tullyhern Road, , ,Maghera,Co. Londonderry,Northern Ireland,BT46 5JQ,0,14-Mar-14,14-Mar-14,PMG,6,"1,200,000",Food,N,Job Creation,MAGHERAFELT,2
Glenview Foods, ,Culkeeny Farm,68 Moyarget Road, ,Ballycastle,Co. Antrim,Northern Ireland,BT54 6HL,"14,700",25-May-11,24-Jun-11,Interim Managers,0,"30,000",Horticulture,N,Skills Development,MOYLE,14
Glistrr Ltd,Floor 2,Murrays Exchange,1 Linfield Road, ,Belfast,Co. Antrim,Northern Ireland,BT12 5DR,"3,401",15-Aug-14,18-Aug-14,Growth Accelerator Programme (GAP),0,"12,195",Software,Y,Other,BELFAST,1
Global Equipment Spares Limited,Unit 1,26 Ballinska Road, , ,Derry,Co. Derry,Northern Ireland,BT48 0NA,"28,920",3-Apr-12,4-Apr-12,Growth Accelerator Programme (GAP),2,"122,300",Construction Products,Y,Job Creation,DERRY,12
Global Equipment Spares Limited,Unit 1,26 Ballinska Road, , ,Derry,Co. Derry,Northern Ireland,BT48 0NA,"11,118",17-Dec-12,27-Dec-12,MIS,0,"27,995",Construction Products,N,Innovation and Technical Development,DERRY,12
Global Equipment Spares Limited,Unit 1,26 Ballinska Road, , ,Derry,Co. Derry,Northern Ireland,BT48 0NA,"42,000",26-Mar-13,12-Apr-13,Selective Financial Assistance (The Jobs Fund),6,"194,400",Construction Products,N,Job Creation,DERRY,12
Global Equipment Spares Limited,Unit 1,26 Ballinska Road, , ,Derry,Co. Derry,Northern Ireland,BT48 0NA,"49,000",14-Apr-14,30-Apr-14,Selective Financial Assistance (The Jobs Fund),7,"232,960",Construction Products,N,Job Creation,DERRY,12
Global Horizon Skills Ltd, ,Hillview House,2-4 Kevlin Road, ,Omagh,Co. Tyrone,Northern Ireland,BT78 1LW,"22,160",20-Jun-13,27-Jun-13,Growth Accelerator Programme (GAP),1,"60,400",Business Services,Y,Job Creation,OMAGH,5
Global Horizon Skills Ltd, ,Hillview House,2-4 Kevlin Road, ,Omagh,Co. Tyrone,Northern Ireland,BT78 1LW,"2,025",11-Jul-14,18-Jul-14,MIS,0,"4,500",Business Services,N,Innovation and Technical Development,OMAGH,5
Global Lubricants NI Limited,15,Ferguson Drive,Knockmore Hill Industrial Estate, ,Lisburn,Co. Antrim,Northern Ireland,BT28 2EX,"20,000",22-Feb-12,28-Feb-12,Growth Accelerator Programme (GAP),0,"73,300",Business Services,N,Other,LISBURN,7
Global Safety Management Ltd,12,Kilmacrannin, , ,Lisnaskea,Co. Fermanagh,Northern Ireland,BT92 0HH,"2,400",3-Jan-12,6-Jan-12,EMIS,0,"6,000",Computer Software & Services,N,Other,FERMANAGH,1
Global Safety Management Ltd,12,Kilmacrannin, , ,Lisnaskea,Co. Fermanagh,Northern Ireland,BT92 0HH,"2,600",15-Oct-12,25-Oct-12,Growth Incentive,0,"6,500",Computer Software & Services,N,Other,FERMANAGH,1
Global Solar Renewables Ltd,12,Slievehanny Road, , ,Castlewellen,Co. Down,Northern Ireland,BT31 9LN,"2,800",14-Mar-12,19-Mar-12,Pre-Start,0,"7,000",Renewable Energy Products,Y,Other,DOWN,1
Globeweigh U.K. Ltd,118,Portadown Road, , ,Mullavilly,Co. Armagh,Northern Ireland,BT62 2JX,"18,400",5-May-11,25-May-11,SFA less than 250k,3,"93,966",Business Services,N,Job Creation,ARMAGH,15
Globeweigh U.K. Ltd,118,Portadown Road, , ,Mullavilly,Co. Armagh,Northern Ireland,BT62 2JX,"4,860",30-Oct-12,1-Nov-12,MIS,0,"9,720",Business Services,N,Innovation and Technical Development,ARMAGH,15
Globeweigh U.K. Ltd,118,Portadown Road, , ,Mullavilly,Co. Armagh,Northern Ireland,BT62 2JX,"4,824",24-Jul-14,13-Aug-14,MIS,0,"17,007",Business Services,N,Innovation and Technical Development,ARMAGH,15
Glory Be,6,Antrim Road,Aldergrove, ,Crumlin,Co. Antrim,Northern Ireland,BT29 4DX,802,10-Oct-11,7-Nov-11,Technical Development Incentive (TDI),0,"1,604",Food,N,Innovation and Technical Development,ANTRIM,3
Glowmetrics, ,The Innovation Centre,Queen's Road,Queen's Island,Belfast,Co. Antrim,Northern Ireland,BT3 9DT,"24,689",16-Aug-13,21-Sep-13,Export Start,2,"121,612",Creative,Y,Job Creation,BELFAST,1
GM Marketing (Ireland) Limited,5th Floor,Lesley House,25 Wellington Place, ,Belfast,Co. Antrim,Northern Ireland,BT1 6GD,"11,476",10-Aug-12,17-Aug-12,MIS,0,"29,679",Business Services,N,Innovation and Technical Development,ANTRIM,27
GM Marketing (Ireland) Limited,5th Floor,Lesley House,25 Wellington Place, ,Belfast,Co. Antrim,Northern Ireland,BT1 6GD,"49,000",14-Sep-12,24-Sep-12,Selective Financial Assistance (The Jobs Fund),7,"290,000",Business Services,N,Job Creation,BELFAST,27
GM Marketing (Ireland) Limited,5th Floor,Lesley House,25 Wellington Place, ,Belfast,Co. Antrim,Northern Ireland,BT1 6GD,"63,000",21-Dec-12,7-Jan-13,Selective Financial Assistance (The Jobs Fund),9,"336,000",Business Services,N,Job Creation,BELFAST,27
GM Marketing (Ireland) Limited,5th Floor,Lesley House,25 Wellington Place, ,Belfast,Co. Antrim,Northern Ireland,BT1 6GD,"35,478",6-Jun-13,17-Jun-13,Growth Accelerator Programme (GAP),0,"99,780",Business Services,N,Other,BELFAST,27
GM Tumbler,45,Ballygrooby Road,Loop, ,Magherafelt,Co. Londonderry,Northern Ireland,BT45 7XF,"35,000",21-Nov-12,9-Jan-13,Selective Financial Assistance (The Jobs Fund),7,"213,000",Engineering,N,Job Creation,COOKSTOWN,1
GM Tumbler,45,Ballygrooby Road,Loop, ,Magherafelt,Co. Londonderry,Northern Ireland,BT45 7XF,"11,240",21-Nov-12,9-Jan-13,Growth Accelerator Programme (GAP),0,"28,100",Engineering,Y,Other,COOKSTOWN,1
Goddess and Swift Ltd,208,Malone Road, , ,Belfast,Co. Antrim,Northern Ireland,BT9 5LQ,"5,000",20-Sep-11,23-Sep-11,Pre-Start,0,"12,500",Primary Textiles,Y,Other,BELFAST,1
Gogamingo Ltd, ,The Studio,Northern Ireland Science Park,Queens Road,Belfast,Co. Down,Northern Ireland,BT3 9DT,"1,000",2-Aug-11,11-Aug-11,Pre-Start,0,"2,500",Creative,Y,Other,CRAIGAVON,1
Gogamingo Ltd, ,The Studio,Northern Ireland Science Park,Queens Road,Belfast,Co. Down,Northern Ireland,BT3 9DT,"20,000",21-Sep-11,30-Sep-11,Propel Programme,0,"20,000",Creative,N,Skills Development,CRAIGAVON,1
Gogamingo Ltd, ,The Studio,Northern Ireland Science Park,Queens Road,Belfast,Co. Down,Northern Ireland,BT3 9DT,"92,000",25-Jun-12,11-Jul-12,Export Start,10,"760,000",Creative,Y,Job Creation,CRAIGAVON,1
Gogamingo Ltd, ,The Studio,Northern Ireland Science Park,Queens Road,Belfast,Co. Down,Northern Ireland,BT3 9DT,"48,480",6-Jul-12,11-Jul-12,Grant For Research And Development,0,"80,800",Creative,N,Research and Development,BELFAST,1
Gogamingo Ltd, ,The Studio,Northern Ireland Science Park,Queens Road,Belfast,Co. Down,Northern Ireland,BT3 9DT,"41,288",16-Jan-14,30-Jan-14,Grant For Research And Development,0,"91,752",Creative,N,Research and Development,BELFAST,1
Golden Popcorn Limited,Unit 20,Mallusk Enterprise Park,Mallusk Drive, ,Newtownabbey,Co. Antrim,Northern Ireland,BT36 4GN,"10,000",15-May-13,22-May-13,Growth Accelerator Programme (GAP),1,"30,000",Food,N,Job Creation,NEWTOWNABBEY,9
Golf Network, ,MD House,Orchard Close, ,Antrim,Co. Antrim,Northern Ireland,BT41 2RZ,"48,560",29-Aug-12,5-Sep-12,Growth Accelerator Programme (GAP),0,"121,400",General Manufacturing,N,Other,ANTRIM,13
Golf Network, ,MD House,Orchard Close, ,Antrim,Co. Antrim,Northern Ireland,BT41 2RZ,"14,700",26-Oct-12,1-Nov-12,Interim Managers,0,"30,000",General Manufacturing,N,Skills Development,ANTRIM,13
Golf Scoring Systems Limited,15,Summerhill Parade, , ,Belfast,Co. Antrim,Northern Ireland,BT5 7HF,"5,000",22-Aug-13,9-Sep-13,Technical Development Incentive (TDI),0,"14,760",Software,N,Innovation and Technical Development,BELFAST,2
Golfstoreeurope Ltd,Unit 4,Orchard Business Park,Pennyburn Industrial Estate, ,Derry,Co. Londonderry,Northern Ireland,BT48 0LU,"3,280",4-Feb-13,28-Feb-13,MIS,0,"11,948",Business Services,N,Innovation and Technical Development,DERRY,28
Good,51,Malone Road, , ,Belfast,Co. Antrim,Northern Ireland,BT9 6RY,"3,938",19-Oct-12,30-Oct-12,Technical Development Incentive (TDI),0,"7,875",Business Services,N,Innovation and Technical Development,BELFAST,1
Gord Don Construction Ltd,5,Corliss Road,Crossmaglen, ,Newry,Co. Down,Northern Ireland,BT35 9AY,"4,000",22-Mar-13,26-Apr-13,Pre-Start,0,"10,000",Construction Products,Y,Other,NEWRY & MOURNE,Not Available
Gormleys Auctions Ltd,3-4,Dromore Road, , ,Omagh,Co. Tyrone,Northern Ireland,BT78 1QU,"2,500",15-Sep-14,19-Sep-14,MIS,0,"9,850",Business Services,N,Innovation and Technical Development,OMAGH,4
Gormley's Fine Art,3-4,Dromore Road, , ,Omagh,Co. Tyrone,Northern Ireland,BT78 1QU,"9,090",9-Sep-11,12-Sep-11,MIS,0,"24,350",Creative,N,Innovation and Technical Development,OMAGH,8
Gourmet Island Ltd,Unit 10,Greenbank Industrial Estate,Warrenpoint Road, ,Newry,Co. Down,Northern Ireland,BT34 2QX,"31,900",29-Jun-12,11-Jul-12,SFA less than 250k,0,"149,000",Food,N,Other,NEWRY & MOURNE,26
Gourmet Island Ltd,Unit 10,Greenbank Industrial Estate,Warrenpoint Road, ,Newry,Co. Down,Northern Ireland,BT34 2QX,"8,716",14-Mar-13,20-Mar-13,MIS,0,"28,534",Food,N,Innovation and Technical Development,NEWRY & MOURNE,26
Gourmet Island Ltd,Unit 10,Greenbank Industrial Estate,Warrenpoint Road, ,Newry,Co. Down,Northern Ireland,BT34 2QX,"46,700",27-Aug-14,1-Sep-14,SFA less than 250k,0,"218,500",Food,N,Other,NEWRY & MOURNE,26
GR White & Son Ltd,43,Main Street, , ,Tempo,Co. Fermanagh,Northern Ireland,BT94 3LU,"16,000",19-Aug-11,17-Oct-11,Growth Accelerator Programme (GAP),1,"80,000",Electrical & Electronics,N,Job Creation,FERMANAGH,28
GR White & Son Ltd,43,Main Street, , ,Tempo,Co. Fermanagh,Northern Ireland,BT94 3LU,"4,000",14-Aug-13,23-Aug-13,Finance Vouchers,0,"8,163",Electrical & Electronics,N,Other,FERMANAGH,28
GR White & Son Ltd,43,Main Street, , ,Tempo,Co. Fermanagh,Northern Ireland,BT94 3LU,"42,000",10-Jul-14,11-Jul-14,SFA less than 250k,6,"249,920",Electrical & Electronics,N,Job Creation,FERMANAGH,28
Gracey Powerwashing,64,Meadowlands, , ,Downpatrick,Co. Down,Northern Ireland,BT30 6EN,"1,000",28-Jan-13,6-Mar-13,NRA Business Start Grant (The Jobs Fund),1,"9,000",Business Services,Y,Job Creation,DOWN,1
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"8,260",8-Jun-11,9-Jun-11,Project Definition,0,"20,649",Materials Handling/Quarry Plant,N,Research and Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"27,390",4-Jul-11,5-Jul-11,Growth Accelerator Programme (GAP),2,"123,500",Materials Handling/Quarry Plant,N,Job Creation,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"11,393",18-Aug-11,30-Aug-11,Interim Managers,0,"23,251",Materials Handling/Quarry Plant,N,Skills Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"49,494",10-Nov-11,16-Nov-11,Grant For Research And Development,0,"123,734",Materials Handling/Quarry Plant,N,Research and Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"8,100",14-Nov-11,10-Feb-12,Growth Accelerator Programme (GAP),1,"27,000",Materials Handling/Quarry Plant,N,Job Creation,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"2,400",27-Mar-12,4-Apr-12,Technical Development Incentive (TDI),0,"4,800",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"5,000",6-Jul-12,10-Jul-12,Technical Development Incentive (TDI),0,"12,900",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"45,925",13-Nov-12,15-Nov-12,Resource Efficiency Capital Grant,0,"83,500",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"5,000",12-Dec-12,14-Dec-12,Technical Development Incentive (TDI),0,"12,850",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"5,000",8-Apr-13,10-Apr-13,Technical Development Incentive (TDI),0,"11,000",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"5,000",15-May-13,17-May-13,Technical Development Incentive (TDI),0,"10,200",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"5,000",3-Jul-13,11-Jul-13,Selective Financial Assistance (The Jobs Fund),1,"31,200",Materials Handling/Quarry Plant,N,Job Creation,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"9,625",5-Jul-13,11-Jul-13,MIS,0,"32,718",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"38,589",10-Sep-13,17-Sep-13,Grant For Research And Development,0,"96,473",Materials Handling/Quarry Plant,N,Research and Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"5,000",9-Jul-14,16-Jul-14,Technical Development Incentive (TDI),0,"12,000",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Grade-All International Ltd,9,Farlough Road, , ,Dungannon,Co. Tyrone,Northern Ireland,BT71 4DT,"5,000",9-Jul-14,16-Jul-14,Technical Development Incentive (TDI),0,"11,000",Materials Handling/Quarry Plant,N,Innovation and Technical Development,DUNGANNON,19
Graf Enterprises Limited,79,Ballygowan Road, , ,Banbridge,Co. Down,Northern Ireland,BT32 3QX,"2,090",7-Nov-11,25-Nov-11,Technical Development Incentive (TDI),0,"4,176",Engineering,N,Innovation and Technical Development,BANBRIDGE,1
Graf Enterprises Limited,79,Ballygowan Road, , ,Banbridge,Co. Down,Northern Ireland,BT32 3QX,"4,000",2-Apr-12,5-Apr-12,Pre-Start,0,"10,000",Engineering,Y,Other,BANBRIDGE,1
Graf Enterprises Limited,79,Ballygowan Road, , ,Banbridge,Co. Down,Northern Ireland,BT32 3QX,330,8-May-12,28-May-12,Technical Development Incentive (TDI),0,660,Engineering,N,Innovation and Technical Development,BANBRIDGE,1
Graf Enterprises Limited,79,Ballygowan Road, , ,Banbridge,Co. Down,Northern Ireland,BT32 3QX,"2,500",26-Nov-12,11-Dec-12,Technical Development Incentive (TDI),0,"5,000",Engineering,N,Innovation and Technical Development,BANBRIDGE,1
Graham Asset Management Limited,20,Wildflower Way, , ,Belfast,Co. Antrim,Northern Ireland,BT12 6TA,"37,108",27-Feb-13,26-Jun-13,BITp,0,"123,694",Construction Products,N,Skills Development,BELFAST,391
Grainger Communication Limited,Unit A5,Omagh Enterprise Complex,Great Northern Road, ,Omagh,Co. Tyrone,Northern Ireland,BT78 5LU,"18,204",10-Jan-12,16-Jan-12,Growth Accelerator Programme (GAP),2,"78,158",Electrical & Electronics,N,Job Creation,OMAGH,7
Grange Joinery Works Limited,6,Grange Road, , ,Downpatrick,Co. Down,Northern Ireland,BT30 7DB,"22,800",6-Nov-12,13-Nov-12,Growth Accelerator Programme (GAP),2,"57,000",Construction Products,Y,Job Creation,DOWN,4
Granny Braids,Unit 12,Crebilly Business Park,Bog Road, ,Ballymena,Co. Antrim,Northern Ireland,BT42 4HH,"1,625",30-Jul-13,26-Aug-13,Technical Development Incentive (TDI),0,"3,250",Food,N,Innovation and Technical Development,BALLYMENA,1
Granny Braids,Unit 12,Crebilly Business Park,Bog Road, ,Ballymena,Co. Antrim,Northern Ireland,BT42 4HH,"9,000",26-Feb-14,29-Apr-14,Selective Financial Assistance (The Jobs Fund),3,"66,000",Food,N,Job Creation,BALLYMENA,1
Grant Thornton (NI) LLP,10th Floor,Clarence West Building,2 Clarence Street West, ,Belfast,Co. Antrim,Northern Ireland,BT2 7GP,"48,000",25-Jun-14,25-Jun-14,SFA less than 250k,16,"962,000",Business Services,N,Job Creation,BELFAST,43
Grant's Electrical Services (N.I.) Limited, ,Pennybridge Industrial Estate, , ,Ballymena,Co. Antrim,Northern Ireland,BT42 3HB,"10,932",24-Oct-12,29-Oct-12,Selective Financial Assistance (The Jobs Fund),2,"70,000",Electrical & Electronics,N,Job Creation,BALLYMENA,60
